City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Pokosnoye,RU,55.5258,101.0536,-42.7,100,54,1.1,broken clouds
346,Utiel,ES,39.5667,-1.2,34.68,62,34,17.31,scattered clouds
347,Rrogozhine,AL,41.0764,19.6653,55.58,74,58,16.46,light rain
348,Pandan,PH,14.0453,124.1694,75.61,94,100,16.98,overcast clouds
349,Olafsvik,IS,64.8945,-23.7142,27.37,76,71,19.77,broken clouds
350,Cabedelo,BR,-6.9811,-34.8339,75.87,83,84,11.92,broken clouds
351,Quilmana,PE,-12.95,-76.3833,71.6,77,87,1.28,overcast clouds
352,Craig,US,40.5153,-107.5464,24.75,74,100,8.05,overcast clouds
353,Half Moon Bay,US,37.4636,-122.4286,57.81,74,100,3.44,overcast clouds
354,Eresos,GR,39.1667,25.9333,60.89,76,6,28.5,clear sky
355,Saryozek,KZ,44.3583,77.9753,6.01,63,0,4.41,clear sky
356,Gopalganj,IN,26.4667,84.4333,46.76,68,0,3.44,clear sky
357,Santa Rosa,PH,14.3122,121.1114,79.11,77,73,13.78,broken clouds
358,Bethel,US,41.3712,-73.414,46.49,69,20,5.75,few clouds
359,Rawson,AR,-43.3002,-65.1023,74.82,60,49,17.87,scattered clouds
360,Mindelo,CV,16.8901,-24.9804,71.15,73,40,21.85,scattered clouds
361,Santa Flavia,IT,38.085,13.5351,55.13,61,64,8.01,broken clouds
362,Sholapur,IN,17.6833,75.9167,65.89,46,28,10.2,scattered clouds
363,Svobodnyy,RU,51.4,128.1333,-16.13,91,100,10.8,overcast clouds
364,Warri,NG,5.5167,5.75,78.3,82,11,4.07,few clouds
365,Qixia,CN,37.2975,120.8256,26.98,64,11,5.73,few clouds
366,Tiksi,RU,71.6872,128.8694,-28.68,100,97,0.47,overcast clouds
367,Liuzhou,CN,24.3126,109.3892,49.26,47,94,3.24,overcast clouds
368,Miri,MY,4.4148,114.0089,75.34,94,40,2.3,scattered clouds
369,Mankato,US,44.1636,-93.9994,31.68,97,100,12.66,overcast clouds
370,Novikovo,RU,51.1537,37.8879,35.13,93,100,19.64,snow
371,Adrar,MR,20.5022,-10.0711,63.28,35,83,8.55,broken clouds
372,Mount Isa,AU,-20.7333,139.5,87.57,45,2,6.91,clear sky
373,Vanimo,PG,-2.6741,141.3028,77.92,87,100,7.72,overcast clouds
374,Rocha,UY,-34.4833,-54.3333,68.07,85,94,8.43,overcast clouds
375,Poputnaya,RU,44.5125,41.4392,39.6,60,86,6.44,overcast clouds
376,Okato,NZ,-39.2,173.8833,70.68,59,6,4.59,clear sky
377,Tawang,IN,27.5833,91.8667,23.99,61,2,5.39,clear sky
378,Vila Velha,BR,-20.3297,-40.2925,78.94,83,75,6.91,broken clouds
379,Marawi,PH,7.9986,124.2928,71.65,91,94,1.28,overcast clouds
380,Sioux Lookout,CA,50.1001,-91.917,14.07,85,75,4.61,broken clouds
381,Hami,CN,42.8,93.45,12.13,55,0,7.72,clear sky
382,Mafeteng,LS,-29.823,27.2374,73.36,35,80,4.05,broken clouds
383,Zharkent,KZ,44.1628,80.0,4.51,76,2,2.75,clear sky
384,Batagay,RU,67.6333,134.6333,-51.66,100,99,0.89,overcast clouds
385,Kamenka,RU,51.3223,42.7678,20.98,80,8,14.74,clear sky
386,Whitehorse,CA,60.7161,-135.0538,23.77,80,75,14.97,broken clouds
387,Belyy Yar,RU,53.6039,91.3903,4.86,82,40,0.0,light snow
388,Namatanai,PG,-3.6667,152.4333,83.64,71,69,6.11,light rain
389,Shimoda,JP,34.6667,138.95,46.76,80,90,11.59,overcast clouds
390,Fortuna,US,40.5982,-124.1573,44.98,96,100,4.61,overcast clouds
391,Ahuimanu,US,21.4447,-157.8378,82.78,54,20,11.5,few clouds
392,Nianzishan,CN,47.5167,122.8833,-8.52,93,94,1.86,overcast clouds
393,Mattru,SL,7.6244,-11.8332,70.39,96,60,0.6,broken clouds
394,Vikhorevka,RU,56.1201,101.1636,-33.21,100,50,2.08,scattered clouds
395,Mandera,KE,3.9366,41.867,79.52,32,73,7.29,broken clouds
396,Ust-Kuyga,RU,70.0167,135.6,-41.1,100,97,3.69,overcast clouds
397,Ugoofaaru,MV,5.6667,73.0,81.39,72,82,20.11,broken clouds
398,Fatehabad,IN,29.5167,75.45,49.57,50,99,7.23,overcast clouds
399,Parambu,BR,-6.2111,-40.6944,73.45,67,63,1.72,broken clouds
400,Cajati,BR,-24.7361,-48.1228,72.45,96,92,2.24,overcast clouds
401,Dingle,PH,10.9995,122.6711,77.02,91,100,10.02,overcast clouds
402,Yeppoon,AU,-23.1333,150.7333,80.38,73,58,14.23,broken clouds
403,Andilamena,MG,-17.0167,48.5833,65.55,93,100,15.52,moderate rain
404,Bubaque,GW,11.2833,-15.8333,77.63,70,0,9.93,clear sky
405,Preobrazheniye,RU,42.9019,133.9064,20.05,82,83,1.95,light snow
406,Mahon,ES,39.8885,4.2658,41.56,81,0,4.61,clear sky
407,Saint-Denis,FR,48.9167,2.3333,36.37,90,100,8.05,overcast clouds
408,Sumbe,AO,-11.2061,13.8437,76.71,84,99,6.53,overcast clouds
409,Berezovyy,RU,51.6667,135.7,-22.0,90,98,2.01,overcast clouds
410,Nerja,ES,36.7585,-3.8873,46.71,67,3,11.32,clear sky
411,Sobolevo,RU,54.4299,31.8996,40.41,98,100,19.28,overcast clouds
412,Lillooet,CA,50.6856,-121.942,39.09,96,94,0.56,overcast clouds
413,Touros,BR,-5.1989,-35.4608,79.23,77,72,12.15,broken clouds
414,Paamiut,GL,61.994,-49.6678,26.65,96,100,6.98,light snow
415,Ati,TD,13.2154,18.3353,70.81,21,50,8.93,scattered clouds
416,Mandalgovi,MN,45.7625,106.2708,-8.63,73,18,13.09,few clouds
417,Hovd,MN,48.0056,91.6419,1.87,72,79,1.05,broken clouds
418,Kiruna,SE,67.8557,20.2251,7.72,92,100,2.3,overcast clouds
419,Anadyr,RU,64.75,177.4833,-19.7,76,40,8.95,scattered clouds
420,Arlit,NE,18.7369,7.3853,61.52,12,40,6.26,scattered clouds
421,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,70.81,97,100,2.62,overcast clouds
422,Ghanzi,BW,-21.5667,21.7833,71.2,63,88,5.73,overcast clouds
423,Skjervoy,NO,70.0311,20.9714,24.8,68,100,16.17,light snow
424,Fairmont,US,39.4851,-80.1426,43.97,87,85,0.49,overcast clouds
425,Ormara,PK,25.2088,64.6357,67.87,56,91,4.61,overcast clouds
426,Pangnirtung,CA,66.1451,-65.7125,-11.2,53,0,0.0,clear sky
427,Pascagoula,US,30.3658,-88.5561,74.12,82,75,4.61,broken clouds
428,Chara,RU,56.9064,118.2631,-39.53,88,100,1.45,overcast clouds
429,Salisbury,GB,51.0693,-1.7957,34.65,94,6,8.05,clear sky
430,Voznesenskoye,RU,54.89,42.7569,22.44,85,35,13.27,scattered clouds
431,Palizada,MX,18.25,-92.0833,75.51,85,47,2.48,scattered clouds
432,Moron,AR,-34.6534,-58.6198,79.95,78,100,9.46,overcast clouds
433,Catamarca,AR,-28.4696,-65.7852,80.58,54,53,5.73,broken clouds
434,Sao Filipe,CV,14.8961,-24.4956,74.88,69,1,12.28,clear sky
435,Vuktyl,RU,63.8567,57.3094,17.62,93,100,9.31,overcast clouds
436,Coldwater,US,41.9403,-85.0005,39.15,75,100,3.44,overcast clouds
437,Tromso,NO,69.6496,18.957,29.37,64,0,13.8,clear sky
438,Devils Lake,US,48.1128,-98.8651,17.71,93,100,3.44,overcast clouds
439,Tahta,EG,26.7693,31.5021,54.99,36,0,4.81,clear sky
440,Portobelo,PA,9.55,-79.65,78.04,82,44,8.52,scattered clouds
441,Kidal,ML,18.4411,1.4078,65.57,15,51,5.19,broken clouds
442,Bosaso,SO,11.2842,49.1816,71.78,77,16,2.66,few clouds
443,Wajima,JP,37.4,136.9,32.68,86,20,4.61,few clouds
444,Dukat,RU,62.55,155.55,-35.41,97,100,5.77,overcast clouds
445,Portoferraio,IT,42.8115,10.3146,50.09,66,66,14.16,broken clouds
446,Baglan,AF,36.1307,68.7083,27.99,90,100,2.08,overcast clouds
447,Jiangyan,CN,32.5061,120.1428,34.07,57,23,4.92,few clouds
448,Ostrovnoy,RU,68.0531,39.5131,26.8,88,100,13.02,overcast clouds
449,Cairns,AU,-16.9167,145.7667,83.1,81,75,5.75,broken clouds
450,Erenhot,CN,43.6475,111.9767,3.38,81,84,20.98,broken clouds
451,Lubyany,RU,56.0378,51.4,-4.83,97,82,4.54,broken clouds
452,Nyurba,RU,63.2842,118.3319,-69.88,100,68,1.39,broken clouds
453,Faya,SA,18.3851,42.4509,52.32,65,48,3.13,scattered clouds
454,Tanhacu,BR,-14.0214,-41.2481,70.77,84,69,4.59,broken clouds
455,Kuryk,KZ,43.2,51.65,30.16,44,6,10.18,clear sky
456,Ulladulla,AU,-35.35,150.4667,58.96,79,100,14.23,overcast clouds
457,Ipixuna,BR,-1.7625,-48.8043,71.29,98,100,2.35,light rain
458,Gezing,AT,47.9178,13.1299,32.25,91,75,4.61,light snow
459,Torbay,CA,47.6666,-52.7314,41.58,92,100,12.66,overcast clouds
460,Vanavara,RU,60.34,102.2797,-57.57,100,65,1.43,broken clouds
461,Imeni Poliny Osipenko,RU,52.4201,136.4853,-33.74,99,98,3.58,overcast clouds
462,Nouakchott,MR,18.0858,-15.9785,71.53,36,15,11.65,few clouds
463,Izhma,RU,65.0083,53.9113,15.96,95,98,7.34,overcast clouds
464,Khalilabad,IN,26.775,83.0736,43.81,76,0,1.97,clear sky
465,Tombouctou,ML,20.0,-3.0,68.16,16,99,6.38,overcast clouds
466,Dakoro,NE,14.5106,6.765,64.76,19,0,10.4,clear sky
467,Lavrentiya,RU,65.5833,-171.0,-21.32,92,19,7.78,few clouds
468,Gardner,US,42.5751,-71.9981,41.45,76,75,11.5,broken clouds
469,Deputatskiy,RU,69.3,139.9,-26.63,100,72,1.23,broken clouds
470,Alvorada,BR,-12.48,-49.1247,71.24,94,97,3.31,moderate rain
471,Pisco,PE,-13.7,-76.2167,73.45,83,94,8.05,mist
472,Soldotna,US,60.4878,-151.0583,23.07,92,0,4.61,light snow
473,Dubai,AE,25.2582,55.3047,71.53,60,40,16.11,scattered clouds
474,Leningradskiy,RU,69.3833,178.4167,-20.56,98,100,23.44,light snow
475,Okhotsk,RU,59.3833,143.3,-14.8,79,100,8.43,overcast clouds
476,Labuhan,ID,-6.8844,112.2051,77.99,87,100,7.72,overcast clouds
477,Palatka,US,29.6486,-81.6376,66.97,73,63,3.62,broken clouds
478,Llanes,ES,43.4198,-4.7549,48.88,75,100,18.77,overcast clouds
479,Te Anau,NZ,-45.4167,167.7167,74.98,37,36,4.45,scattered clouds
480,Udachnyy,RU,66.4167,112.4,-56.6,100,75,2.57,broken clouds
481,Ukiah,US,39.1502,-123.2078,50.43,93,100,0.0,overcast clouds
482,Ogbomosho,NG,8.133,4.25,75.38,45,4,4.05,clear sky
483,Ruidoso,US,33.3317,-105.673,36.97,52,73,20.71,broken clouds
484,Edremit,TR,39.5961,27.0244,56.46,81,16,13.65,few clouds
485,Vitim,RU,59.4511,112.5578,-33.66,91,100,4.83,overcast clouds
486,Mehamn,NO,71.0357,27.8492,28.31,80,40,4.61,scattered clouds
487,North Platte,US,41.1239,-100.7654,22.89,92,100,21.85,snow
488,Pedernales,DO,18.0384,-71.744,74.44,69,0,8.23,clear sky
489,Kapuskasing,CA,49.4169,-82.4331,14.09,85,100,6.91,overcast clouds
490,Byron Bay,AU,-28.65,153.6167,80.71,54,4,7.45,clear sky
491,Port Macquarie,AU,-31.4333,152.9167,81.9,59,93,9.4,overcast clouds
492,Casablanca,MA,33.5928,-7.6192,57.33,71,79,11.01,light rain
493,Clyde,US,41.3042,-82.9752,40.17,82,99,7.85,overcast clouds
494,Seljord,NO,59.4894,8.634,25.41,95,99,3.33,overcast clouds
495,Imbituba,BR,-28.24,-48.6703,72.91,93,95,3.74,overcast clouds
496,Cam Ranh,VN,11.9214,109.1591,75.16,64,40,14.97,scattered clouds
497,Monroe,US,43.1501,-77.6831,40.01,89,100,11.5,overcast clouds
498,North Bend,US,43.4065,-124.2243,46.08,99,100,9.22,overcast clouds
499,Hun,LY,29.1268,15.9477,56.07,25,56,9.37,broken clouds
500,Kotido,UG,2.9806,34.1331,73.08,29,22,9.22,few clouds
501,Urumqi,CN,43.801,87.6005,-10.25,84,75,4.47,fog
502,Mildura,AU,-34.2,142.15,64.08,47,0,18.1,clear sky
503,Townsville,AU,-19.25,146.8,83.28,65,40,10.36,scattered clouds
504,Morgan City,US,29.6994,-91.2068,73.99,88,20,16.11,few clouds
505,Nioro,GM,13.35,-15.75,79.2,14,0,8.3,clear sky
506,Torrijos,ES,39.9819,-4.2835,40.06,84,5,9.28,clear sky
507,Shigony,RU,53.3875,48.6777,-0.96,99,16,3.76,few clouds
508,Padang,ID,-0.9492,100.3543,73.45,86,100,4.14,overcast clouds
509,Chok Chai,TH,14.7284,102.1652,55.78,76,16,3.09,few clouds
510,Dhuburi,IN,26.0333,89.9667,53.64,64,0,5.26,clear sky
511,Nieves,PH,15.3274,120.9485,74.71,79,59,2.86,broken clouds
512,Bilibino,RU,68.0546,166.4372,-35.25,98,100,1.79,overcast clouds
513,Veracruz,MX,19.3333,-96.6667,75.87,68,17,3.09,few clouds
514,Baghdad,IQ,33.3406,44.4009,49.91,100,0,8.05,clear sky
515,Payakumbuh,ID,-0.2202,100.6308,69.37,97,100,2.19,overcast clouds
516,Usinsk,RU,65.9939,57.5281,9.46,96,97,10.16,overcast clouds
517,Sept-Iles,CA,50.2001,-66.3821,34.32,86,100,11.5,light snow
518,Mandiana,GN,10.6333,-8.6833,74.39,15,12,4.92,few clouds
519,Tirat Karmel,IL,32.7617,34.9719,57.69,70,0,5.61,clear sky
520,Kargasok,RU,59.0556,80.8572,0.9,97,100,6.13,overcast clouds
521,Isangel,VU,-19.55,169.2667,77.11,94,100,2.3,heavy intensity rain
522,Safranbolu,TR,41.2508,32.6942,43.41,79,1,3.06,clear sky
523,Peniche,PT,39.3558,-9.3811,49.1,87,72,19.91,broken clouds
524,Shetpe,KZ,44.1667,52.1167,26.65,56,0,6.13,clear sky
525,San Carlos Del Zulia,VE,9.0,-71.9135,76.91,73,56,1.21,broken clouds
526,Kindu,CD,-2.95,25.95,69.75,97,96,2.66,overcast clouds
527,San Jose De Sisa,PE,-6.6167,-76.6915,82.92,97,83,1.45,broken clouds
528,Bathsheba,BB,13.2167,-59.5167,77.61,73,20,16.11,few clouds
529,Kandrian,PG,-6.2167,149.55,86.38,65,96,17.52,overcast clouds
530,Fukue,JP,32.6881,128.8419,44.96,70,0,6.91,clear sky
531,Riyadh,SA,24.6877,46.7219,46.54,59,72,10.69,broken clouds
532,Ploemeur,FR,47.7333,-3.4333,43.95,88,20,6.91,few clouds
533,Khandbari,NP,27.3747,87.2039,44.17,67,6,3.49,clear sky
534,Huarmey,PE,-10.0681,-78.1522,71.46,77,83,10.69,broken clouds
535,Muros,ES,42.7762,-9.0603,40.08,95,53,8.1,broken clouds
536,Cap-Aux-Meules,CA,47.3821,-61.8597,32.05,100,100,4.61,overcast clouds
537,Cap Malheureux,MU,-19.9842,57.6142,78.48,87,100,8.99,light rain
538,Modasa,IN,23.4667,73.3,57.15,34,42,9.82,scattered clouds
539,Dongsheng,CN,39.8161,109.9776,8.04,75,10,20.2,clear sky
540,Adana,TR,36.985,35.2881,54.12,87,75,5.75,broken clouds
541,Anloga,GH,5.7947,0.8973,80.74,81,77,9.01,broken clouds
542,Komsomolskiy,UZ,40.4272,71.7189,16.52,79,96,4.61,mist
543,Fernie,CA,49.5,-115.0687,37.49,97,100,3.44,overcast clouds
544,Rawlins,US,41.7911,-107.2387,8.71,93,80,10.13,broken clouds
545,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.23,86,100,2.06,overcast clouds
546,Kirkwall,GB,58.9848,-2.9587,36.97,74,99,9.22,overcast clouds
547,Yumen,CN,40.2833,97.2,6.89,73,39,14.45,scattered clouds
548,Beloha,MG,-25.1667,45.05,72.18,82,2,10.4,clear sky
549,Tucurui,BR,-3.7661,-49.6725,71.15,97,100,0.74,overcast clouds
550,Rio Gallegos,AR,-51.6226,-69.2181,73.45,33,40,19.57,scattered clouds
551,Panama City,PA,8.9936,-79.5197,82.35,79,40,6.91,scattered clouds
552,Esso,RU,55.9333,158.7,-1.34,94,100,7.09,overcast clouds
553,Fort Saint James,CA,54.4333,-124.25,30.33,81,100,5.48,overcast clouds
554,Mutsu,JP,41.2894,141.2169,28.44,60,22,2.84,few clouds
555,Ouallam,NE,14.3188,2.0866,70.61,15,5,9.86,clear sky
556,Lakefield,US,43.6775,-95.1717,28.24,96,100,16.11,mist
557,Hashtrud,IR,37.4779,47.0508,21.52,87,30,3.47,scattered clouds
558,Providencia,MX,28.7167,-111.5833,68.41,42,45,9.55,scattered clouds
559,Twentynine Palms,US,34.1356,-116.0542,56.97,25,27,5.5,scattered clouds
560,Outjo,NA,-20.1167,16.15,69.03,78,97,3.02,overcast clouds
561,Muncar,ID,-8.4333,114.3333,79.12,85,100,5.26,overcast clouds
562,Kirensk,RU,57.7853,108.1119,-28.01,94,100,4.63,overcast clouds
563,Eureka,US,40.8021,-124.1637,45.25,95,100,4.0,overcast clouds
564,Meiganga,CM,6.5167,14.3,66.54,33,100,4.25,overcast clouds
565,Makakilo City,US,21.3469,-158.0858,81.61,58,0,11.5,clear sky
566,Conceicao Do Araguaia,BR,-8.2578,-49.2647,72.1,94,100,2.15,overcast clouds
567,Yako,BF,12.9667,-2.2667,69.78,16,0,8.84,clear sky
568,Nador,MA,35.174,-2.9287,57.45,44,20,18.41,few clouds
569,Heihe,CN,50.2441,127.4902,-15.61,96,100,12.1,light snow
570,Wakkanai,JP,45.4094,141.6739,13.98,79,75,9.22,broken clouds
571,Omsukchan,RU,62.5333,155.8,-33.21,95,100,5.77,overcast clouds
572,Stornoway,GB,58.2093,-6.3865,31.96,88,40,13.8,scattered clouds
573,Kamaishi,JP,39.2667,141.8833,32.94,57,21,2.28,few clouds
574,General Pico,AR,-35.6566,-63.7568,86.79,35,53,15.59,broken clouds
575,Leshukonskoye,RU,64.8989,45.7622,23.04,95,100,7.31,overcast clouds
576,Valdemarpils,LV,57.3707,22.5919,33.3,98,100,11.39,snow
577,San Jose,US,37.3394,-121.895,58.32,59,75,4.61,broken clouds
578,Santa Maria,BR,-29.6842,-53.8069,79.9,74,20,18.41,few clouds
579,Coos Bay,US,43.3665,-124.2179,46.15,99,100,9.22,overcast clouds
580,Aswan,EG,24.0934,32.907,58.3,51,0,0.0,clear sky
581,Carballo,ES,43.213,-8.691,49.87,85,85,3.06,overcast clouds
582,Westport,US,41.1415,-73.3579,48.18,67,0,10.36,clear sky
583,Elk City,US,35.412,-99.4043,57.18,28,0,17.27,clear sky
584,Katherine,AU,-14.4667,132.2667,80.92,83,100,5.75,overcast clouds
585,Ondjiva,AO,-17.0667,15.7333,66.72,89,100,2.86,light rain
586,Venado Tuerto,AR,-33.7456,-61.9688,79.77,52,53,9.71,broken clouds
587,Roebourne,AU,-20.7833,117.1333,82.42,70,73,6.89,broken clouds
588,Vostok,RU,46.4856,135.8833,0.72,78,100,3.53,overcast clouds
589,Mortka,RU,59.3322,66.0214,12.13,95,74,5.97,broken clouds
590,Upington,ZA,-28.4478,21.2561,73.78,78,20,4.61,few clouds
591,Imatra,FI,61.1719,28.7524,33.13,96,100,9.35,overcast clouds
592,Ternate,ID,0.8,127.4,81.05,77,87,4.59,overcast clouds
593,Chengde,CN,40.9725,117.9361,7.75,90,7,2.26,clear sky
594,Sindor,RU,62.8629,51.8905,22.1,96,100,6.46,light snow
595,Salinas,US,36.6777,-121.6555,57.29,64,0,5.75,clear sky
596,Maniitsoq,GL,65.4167,-52.9,13.64,52,100,5.82,overcast clouds
597,Dumas,US,35.8656,-101.9732,42.94,36,0,19.57,clear sky
598,Dhangadhi,NP,28.7079,80.5961,47.3,71,18,1.83,few clouds
599,Bridlington,GB,54.0831,-0.1919,33.89,77,36,15.05,scattered clouds
600,Hobyo,SO,5.3505,48.5268,76.05,78,46,19.93,scattered clouds
601,Meulaboh,ID,4.1363,96.1285,72.03,83,91,3.89,overcast clouds
602,Lac Du Bonnet,CA,50.2536,-96.0612,7.81,98,95,4.16,overcast clouds
603,Pangkalanbuun,ID,-2.6833,111.6167,75.09,93,100,2.57,overcast clouds
604,Kapoeta,SS,4.7717,33.5903,79.93,25,71,2.57,broken clouds
605,Phalodi,IN,27.1333,72.3667,54.55,17,21,11.03,few clouds
606,Muravlenko,RU,63.7898,74.523,0.55,97,87,9.26,overcast clouds
607,Vangaindrano,MG,-23.35,47.6,74.61,88,49,5.5,light rain
608,Nichinan,JP,31.6,131.3667,38.88,58,1,5.21,clear sky
609,Mpanda,TZ,-6.3655,31.0409,65.14,94,100,1.05,overcast clouds
610,Sishui,CN,35.6489,117.2758,29.1,70,54,3.27,broken clouds
611,The Pas,CA,53.8251,-101.2541,6.82,85,0,9.22,clear sky
612,Murgab,TM,37.4966,61.9714,24.67,100,100,2.3,mist
613,Vilhena,BR,-12.7406,-60.1458,68.22,94,75,5.75,broken clouds
614,Del Rio,US,29.3627,-100.8968,77.02,14,0,20.71,clear sky
615,Pleasanton,US,37.6624,-121.8747,56.64,66,100,3.0,overcast clouds
616,Bintulu,MY,3.1667,113.0333,75.61,100,20,3.44,few clouds
617,Port Augusta,AU,-32.5,137.7667,67.6,37,0,12.66,clear sky
618,Kemi,FI,65.8596,24.8228,31.77,93,100,11.5,overcast clouds
619,Caxito,AO,-8.5785,13.6643,74.14,92,90,2.35,overcast clouds
620,Acarau,BR,-2.8856,-40.12,78.44,81,57,10.96,broken clouds
621,Kerema,PG,-7.9631,145.7785,78.28,80,100,0.18,overcast clouds
622,Pingliang,CN,35.5392,106.6861,18.39,51,8,5.32,clear sky
623,Manokwari,ID,-0.8667,134.0833,78.84,76,100,1.97,overcast clouds
624,Narasannapeta,IN,18.4167,84.05,67.37,91,36,4.52,scattered clouds
625,Palmeirais,BR,-5.9778,-43.0633,73.27,90,97,0.81,moderate rain
626,Mariental,NA,-24.6333,17.9667,78.75,48,96,11.54,overcast clouds
627,Waingapu,ID,-9.6567,120.2641,80.96,74,100,4.65,overcast clouds
628,Aksu,CN,41.1231,80.2644,-1.28,90,5,3.89,clear sky
629,Bay Roberts,CA,47.5999,-53.2648,42.33,95,100,5.01,overcast clouds
630,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,12.79,62,75,22.37,light shower snow
631,Onufriyivka,UA,48.9072,33.4487,45.39,90,77,14.88,broken clouds
632,Kieta,PG,-6.2167,155.6333,84.24,76,93,11.18,light rain
633,Rocky Mountain House,CA,52.3668,-114.9188,19.51,79,76,3.44,broken clouds
634,Qui Nhon,VN,13.7667,109.2333,69.48,87,100,16.58,overcast clouds
635,Xique-Xique,BR,-10.8218,-42.7263,80.76,61,99,6.98,overcast clouds
636,Bilma,NE,18.6853,12.9164,61.75,19,19,5.06,few clouds
637,Port Keats,AU,-14.25,129.55,82.47,82,100,9.93,overcast clouds
638,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,68,20,19.57,few clouds
639,Malindi,KE,-3.2175,40.1191,76.96,83,100,8.25,overcast clouds
640,Launceston,AU,-41.45,147.1667,64.62,42,4,12.66,clear sky
641,Pahrump,US,36.2083,-115.9839,50.45,37,2,4.0,clear sky
642,Port-Gentil,GA,-0.7193,8.7815,80.56,89,20,3.44,few clouds
643,Cedar Falls,US,42.5278,-92.4455,35.19,88,100,8.99,snow
644,Vestmanna,FO,62.1564,-7.1664,36.52,87,75,20.71,light intensity drizzle rain
645,Plettenberg Bay,ZA,-34.0527,23.3716,71.85,89,70,6.96,broken clouds
646,Covington,US,39.0837,-84.5086,45.61,85,100,1.99,moderate rain
647,Burnie,AU,-41.0667,145.9167,61.95,51,11,2.75,few clouds
648,Chinteni,RO,46.8667,23.5333,40.75,87,75,6.91,broken clouds
649,Vao,NC,-22.6667,167.4833,74.62,72,76,23.58,broken clouds
650,Karratha,AU,-20.7377,116.8463,83.12,68,64,8.66,light rain
651,Veraval,IN,20.9,70.3667,66.29,37,2,9.24,clear sky
652,Derzhavinsk,KZ,51.1,66.3167,-7.8,80,6,4.47,clear sky
653,Itarema,BR,-2.9248,-39.9167,78.49,80,62,10.25,broken clouds
654,Beresti-Sat,RO,46.1,27.8833,48.04,88,77,10.22,broken clouds
655,Monrovia,LR,6.3005,-10.7969,74.97,89,99,6.98,overcast clouds
656,Voyvozh,RU,62.892,54.9635,15.78,95,100,6.78,light snow
657,Gobabis,NA,-22.45,18.9667,70.23,64,98,7.18,light rain
658,Mayo,US,38.8876,-76.5119,50.5,67,37,1.99,scattered clouds
659,Cancun,MX,21.1743,-86.8466,82.06,69,39,14.41,scattered clouds
660,Gorontalo,ID,0.5412,123.0595,79.88,84,84,2.75,broken clouds
661,Rebrikha,RU,53.0733,82.3408,6.78,82,100,12.75,overcast clouds
662,Perpignan,FR,42.75,2.75,38.84,56,20,11.5,few clouds
663,Fomboni,KM,-12.28,43.7425,81.84,69,100,6.53,overcast clouds
664,Ponta Delgada,PT,37.7333,-25.6667,52.52,76,20,6.91,few clouds
665,Pecanha,BR,-18.5486,-42.5569,65.32,98,24,3.87,few clouds
666,Chenzhou,CN,25.8,113.0333,44.24,63,100,1.88,overcast clouds
667,Tual,ID,-5.6667,132.75,83.37,74,99,16.6,overcast clouds
668,Baruun-Urt,MN,46.6806,113.2792,-9.53,71,95,16.31,overcast clouds
669,Pizarro,CO,4.9533,-77.366,75.7,89,83,4.88,moderate rain
670,Baiyin,CN,36.5583,104.2081,14.47,41,0,1.34,clear sky
671,Senanga,ZM,-16.1167,23.2667,67.51,95,100,4.65,light rain
672,Sarankhola,BD,22.3082,89.7897,57.49,50,0,6.08,clear sky
673,Lander,US,42.833,-108.7307,34.39,75,6,5.12,clear sky
674,Canico,PT,32.6333,-16.85,61.72,77,40,21.85,light rain
675,Terrace,CA,54.5163,-128.6035,37.31,93,75,14.97,broken clouds
676,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,69.46,60,65,5.88,broken clouds
677,Pombas,CV,17.1503,-25.0201,69.58,77,6,16.8,clear sky
678,Oriximina,BR,-1.7656,-55.8661,71.82,97,100,2.75,overcast clouds
679,Mecca,SA,21.4267,39.8261,71.17,46,4,1.7,clear sky
680,Sur,OM,22.5667,59.5289,70.99,75,90,13.73,overcast clouds
681,Chimbote,PE,-9.0853,-78.5783,69.62,79,96,7.2,overcast clouds
682,Bardiyah,LY,31.7561,25.0865,57.02,61,0,13.2,clear sky
683,Gawler,AU,-34.6,138.7333,67.96,45,0,11.72,clear sky
684,Kita,ML,13.0349,-9.4895,73.38,14,0,4.59,clear sky
685,Sherbrooke,CA,45.4001,-71.8991,32.18,88,20,5.75,mist
686,Cadereyta,MX,25.5833,-99.9833,78.17,32,12,6.76,few clouds
687,Oranjestad,AW,12.524,-70.027,78.91,87,20,17.27,few clouds
688,Ostrovskoye,RU,57.8057,42.2433,22.68,91,91,11.65,overcast clouds
689,Northam,GB,51.0333,-4.2167,40.6,90,81,13.85,broken clouds
690,Acapulco,MX,16.8634,-99.8901,78.19,67,64,9.73,broken clouds
691,Manaskent,RU,42.7275,47.6785,40.42,93,100,0.0,mist
692,Nsoko,SZ,-27.0333,31.95,78.06,97,95,4.5,overcast clouds
693,Birao,CF,10.2849,22.7882,69.66,23,22,7.23,few clouds
694,Itaituba,BR,-4.2761,-55.9836,71.19,98,94,2.15,overcast clouds
695,Samarai,PG,-10.6167,150.6667,83.16,74,100,8.25,overcast clouds
696,Trincomalee,LK,8.5711,81.2335,77.63,62,28,13.13,scattered clouds
